name,wikipedia__en,state,group,term,source,id,name__es,wikipedia__es,name__en,gender,birth_date,given_name,identifier__viaf,image,death_date,family_name,identifier__freebase
Miguel Sámano Peralta,Miguel Sámano Peralta,Mexico,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196684,,"",Miguel Sámano Peralta,male,1966-05-23,Miguel,,,,,
Blanca Estela Gómez Carmona,Blanca Estela Gómez Carmona,Mexico,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16194554,,"",Blanca Estela Gómez Carmona,female,1962-05-16,Blanca,,,,,
Leopoldo Sánchez Cruz,Leopoldo Sánchez Cruz,Veracruz,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16213755,,"",Leopoldo Sánchez Cruz,male,1971-07-22,Leopoldo,,,,,
Luis Gómez Gómez,Luis Gómez Gómez,Chiapas,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16220929,,"",Luis Gómez Gómez,male,1980-08-10,Luis,,,,,
Carlos Sánchez Romero,Carlos Sánchez Romero,Puebla,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16213009,,"",Carlos Sánchez Romero,male,1970-11-05,Carlos,,,,,
Pedro Gómez Gómez,Pedro Gómez Gómez,Chiapas,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16211243,,"",Pedro Gómez Gómez,male,1970-01-28,Pedro,,,,,
María Guadalupe Sánchez Santiago,María Guadalupe Sánchez Santiago,Tlaxcala,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16150242,,"",María Guadalupe Sánchez Santiago,female,1951-09-07,María,,,,,
Gabriel Gómez Michel,Gabriel Gómez Michel,Jalisco,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196024,Gabriel Gómez Michel,Gabriel Gómez Michel,Gabriel Gómez Michel,male,1965-03-24,Gabriel,,,2014-09-23,,
Hugo Sandoval Martínez,Hugo Sandoval Martínez,Federal District,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16191203,,"",Hugo Sandoval Martínez,male,1962-12-25,Hugo,,,,,
Alejandro Sánchez Camacho,Alejandro Sánchez Camacho,Federal District,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5665530,Alejandro Sánchez Camacho,Alejandro Sánchez Camacho,Alejandro Sánchez Camacho,male,1960-08-26,Alejandro,,,,,
Roy Argel Gómez Olguín,Roy Argel Gómez Olguín,Nayarit,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16214426,,"",Roy Argel Gómez Olguín,male,1973-10-24,Roy,,,,,
Antonio Sansores Sastré,Antonio Sansores Sastré,Tabasco,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16191209,,"",Antonio Sansores Sastré,male,1964-01-07,Antonio,,,,,
José Ángel González Serna,José Ángel González Serna,Aguascalientes,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16193121,,"",José Ángel González Serna,male,1959-08-12,José,,,,,
María Fernanda Schroeder,María Fernanda Schroeder,Baja California,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16192924,,"",María Fernanda Schroeder,female,1958-09-09,María,,,,,
Valentín González Bautista,Valentín González Bautista,Mexico,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16186685,,"",Valentín González Bautista,male,1955-11-03,Valentín,,,,,
Víctor Serralde Martínez,Víctor Serralde Martínez,Veracruz,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16213636,,"",Víctor Serralde Martínez,male,1971-01-01,Victor,,,,,
Cristina González Cruz,Cristina González Cruz,Mexico,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16214427,,"",Cristina González Cruz,female,1973-07-25,Cristina,,,,,
William Renán Sosa Altamira,William Renán Sosa Altamira,Yucatán,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16189521,,"",William Renán Sosa Altamira,male,1957-04-21,William,,,,,
Eligio González Farías,Eligio González Farías,Michoacán,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16216569,,"",Eligio González Farías,male,1977-07-22,Eligio,,,,,
José Soto Martínez,José Soto Martínez,Oaxaca,MC,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16107515,,"",José Soto Martínez,male,1946-03-15,José,,,,,
Cecilia González Gómez,Cecilia González Gómez,Jalisco,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16194084,,"",Cecilia González Gómez,female,1961-05-28,Cecilia,,,,,
Jorge Francisco Sotomayor,Jorge Francisco Sotomayor,Federal District,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q9012790,Jorge Francisco Sotomayor Chávez,Jorge Francisco Sotomayor Chávez,Jorge Francisco Sotomayor,male,1980-08-05,Jorge,,,,,
Irazema González Martínez,Irazema González Martínez,Mexico,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5920110,Irazema González,Irazema González,Irazema González Martínez,female,1974-04-19,,,,,,
Rebeca Terán Guevara,Rebeca Terán Guevara,San Luis Potosí,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16193893,,"",Rebeca Terán Guevara,female,1960-03-07,Rebeca,,,,,
Rafael González Reséndiz,Rafael González Reséndiz,Jalisco,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16218506,,"",Rafael González Reséndiz,male,1979-03-26,Rafael,,,,,
Jorge Terán Juárez,Jorge Terán Juárez,San Luis Potosí,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16193392,,"",Jorge Terán Juárez,male,1959-02-18,Jorge,,,,,
Marco Antonio González Valdez,Marco Antonio González Valdez,Nuevo León,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16213970,,"",Marco Antonio González Valdez,male,1972-10-24,Marco,,,,,
Marcelo Torres Cofiño,Marcelo Torres Cofiño,Coahuila,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196739,,"",Marcelo Torres Cofiño,male,1966-07-08,Marcelo,,,,,
Francisco González Vargas,Francisco González Vargas,Hidalgo,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16187087,,"",Francisco González Vargas,male,1956-09-02,Francisco,,,,,
Pedro Pablo Treviño Villarreal,Pedro Pablo Treviño Villarreal,Nuevo León,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q7159849,Pedro Pablo Treviño Villarreal,Pedro Pablo Treviño Villarreal,Pedro Pablo Treviño Villarreal,male,1972-06-13,Pedro,,https://upload.wikimedia.org/wikipedia/commons/d/df/Pedro_Pablo_Trevino_Villarreal.jpg,,,
Néstor Octavio Gordillo Castillo,Néstor Octavio Gordillo Castillo,Puebla,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16194556,,"",Néstor Octavio Gordillo Castillo,male,1962-02-26,Néstor,,,,,
Aurora Ugalde,Aurora Ugalde,Mexico,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16218887,,"",Aurora Ugalde,female,1979-10-17,Aurora,,,,,
Francisco Grajales Palacios,Francisco Grajales Palacios,Chiapas,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16187092,,"",Francisco Grajales Palacios,male,1956-08-18,Francisco,,,,,
Jesús Antonio Valdés Palazuelos,Jesús Antonio Valdés Palazuelos,Sinaloa,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16217677,Jesús Antonio Valdés Palazuelos,"",Jesús Antonio Valdés Palazuelos,male,1978-12-13,Jesús,,,,,
Rosalba Gualito Castañeda,Rosalba Gualito Castañeda,Mexico,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196493,,"",Rosalba Gualito Castañeda,female,1966-09-19,Rosalba,,,,,
Aída Valencia,Aída Valencia,Oaxaca,MRN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16217678,,"",Aída Valencia,female,1978-01-31,,,,,,
Abel Guerra Garza,Abel Guerra Garza,Nuevo León,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,,,,,,,,,,,,
Elizabeth Vargas Martín,Elizabeth Vargas Martín,Guanajuato,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16189553,,"",Elizabeth Vargas Martín,female,1957-05-21,Elizabeth,,,,,
Judit Magdalena Guerrero,Judit Magdalena Guerrero,Zacatecas,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16194092,,"",Judit Magdalena Guerrero,female,1961-04-04,Judit,,,,,
Laura Guadalupe Vargas Vargas,Laura Guadalupe Vargas Vargas,Puebla,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16232009,,"",Laura Guadalupe Vargas Vargas,female,1987-12-10,Laura,,,,,
Javier Filiberto Guevara,Javier Filiberto Guevara,Puebla,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196036,,"",Javier Filiberto Guevara,male,1965-12-03,Javier,,,,,
Ponciano Vázquez Parissi,Ponciano Vázquez Parissi,Veracruz,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16222519,,"",Ponciano Vázquez Parissi,male,1983-10-29,,,,,,
Mario Francisco Guillén Guillén,Mario Francisco Guillén Guillén,Chiapas,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16211341,,"",Mario Francisco Guillén Guillén,male,1970-10-04,Mario,,,,,
Oscar Eduardo Ramírez Aguilar,Oscar Eduardo Ramírez Aguilar,Chiapas,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16216731,,"",Oscar Eduardo Ramírez Aguilar,male,1977-10-13,Oscar,,,,,
Regina Vázquez Saut,Regina Vázquez Saut,Veracruz,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16221662,,"",Regina Vázquez Saut,female,1981-09-11,Regina,,,,,
Samuel Gurrión Matías,Samuel Gurrión Matías,Oaxaca,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16199494,,"",Samuel Gurrión Matías,male,1968-01-03,Samuel,,,,,
José Humberto Vega Vázquez,José Humberto Vega Vázquez,Tlaxcala,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16189556,,"",José Humberto Vega Vázquez,male,1957-11-03,José,,,,,
Harvey Gutiérrez Álvarez,Harvey Gutiérrez Álvarez,Chiapas,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16148791,,"",Harvey Gutiérrez Álvarez,male,1951-06-03,Harvey,,,,,
Marco Alonso Vela,Marco Alonso Vela,Yucatán,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16194379,,"",Marco Alonso Vela,male,1961-10-10,Marco,,,,,
Héctor Humberto Gutiérrez,Héctor Humberto Gutiérrez,Nuevo León,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16194570,,"",Héctor Humberto Gutiérrez,male,1962-11-02,Héctor,,,,,
Víctor Hugo Velasco Orozco,Víctor Hugo Velasco Orozco,Hidalgo,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16213826,,"",Víctor Hugo Velasco Orozco,male,1971-11-17,Victor,,,,,
Delfina Guzmán Díaz,Delfina Guzmán Díaz,Oaxaca,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16193612,,"",Delfina Guzmán Díaz,female,1960-11-13,Delfina,,,,,
María Guadalupe Velázquez Díaz,María Guadalupe Velázquez Díaz,Guanajuato,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16224023,,"",María Guadalupe Velázquez Díaz,female,1985-04-29,María,,,,,
Martín Alonso Heredia,Martín Alonso Heredia,Sinaloa,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16195584,,"",Martín Alonso Heredia,male,1964-01-09,Martín,,,,,
Mirna Velázquez López,Mirna Velázquez López,Sinaloa,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16189557,,"",Mirna Velázquez López,female,1957-12-06,Mirna,,,,,
Sergio Torres Félix,Sergio Torres Félix,Sinaloa,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196740,Sergio Torres Félix,Sergio Torres Félix,Sergio Torres Félix,male,1966-06-05,Sergio,,,,,
Gaudencio Hernández Burgos,Gaudencio Hernández Burgos,Veracruz,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16194585,,"",Gaudencio Hernández Burgos,male,1962-06-19,Gaudencio,,,,,
Diana Velázquez Ramírez,Diana Velázquez Ramírez,Chihuahua,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16213322,,"",Diana Velázquez Ramírez,female,1970-06-13,Diana,,,,,
Noé Hernández González,Noé Hernández González,Veracruz,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196058,,"",Noé Hernández González,male,1965-05-31,Noé,,,,,
Amílcar Villafuerte Trujillo,Amílcar Villafuerte Trujillo,Chiapas,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16195850,,"",Amílcar Villafuerte Trujillo,male,1964-01-31,,,,,,
Adriana Hernández Íñiguez,Adriana Hernández Íñiguez,Michoacán,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16217335,,"",Adriana Hernández Íñiguez,female,1978-07-20,Adriana,,,,,
Gerardo Villanueva Albarrán,Gerardo Villanueva Albarrán,Federal District,MRN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5878421,Gerardo Villanueva Albarrán,Gerardo Villanueva Albarrán,Gerardo Villanueva Albarrán,male,1972-09-18,Gerardo,,https://upload.wikimedia.org/wikipedia/commons/9/96/Gerardovillanueva.jpg,,,
Mirna Esmeralda Hernández,Mirna Esmeralda Hernández,Hidalgo,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16194111,,"",Mirna Esmeralda Hernández,female,1961-08-03,Mirna,,,,,
Ricardo Villarreal García,Ricardo Villarreal García,Guanajuato,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16221666,,"",Ricardo Villarreal García,male,1981-04-12,Ricardo,,,,,
Gerardo Xavier Hernández,Gerardo Xavier Hernández,Mexico,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16199553,,"",Gerardo Xavier Hernández,male,1968-10-29,Gerardo,,,,,
Alma Marina Vitela,Alma Marina Vitela,Durango,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196319,,"",Alma Marina Vitela,female,1965-12-26,Alma,,,,,
Jorge Herrera Delgado,Jorge Herrera Delgado,Durango,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q2888955,Jorge Herrera Delgado,Jorge Herrera Delgado,Jorge Herrera Delgado,male,1961-08-16,Jorge,,,2014-11-24,,
Darío Zacarías Capuchino,Darío Zacarías Capuchino,Mexico,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16213859,,"",Darío Zacarías Capuchino,male,1971-08-14,Darío,,,,,
Manuel Rafael Huerta,Manuel Rafael Huerta,Federal District,MRN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190571,,"",Manuel Rafael Huerta,male,1960-07-12,Manuel,,,,,
Fernando Zamora Morales,Fernando Zamora Morales,Mexico,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16194415,,"",Fernando Zamora Morales,male,1961-05-30,Fernando,,,,,
José Antonio Hurtado Gallegos,José Antonio Hurtado Gallegos,Federal District,MC,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16186710,,"",José Antonio Hurtado Gallegos,male,1955-06-13,José,,,,,
Fernando Zárate Salgado,Fernando Zárate Salgado,Federal District,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16191526,,"",Fernando Zárate Salgado,male,1979-08-16,Fernando,,,,,
Alfonso Inzunza Montoya,Alfonso Inzunza Montoya,Sinaloa,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16144304,,"",Alfonso Inzunza Montoya,male,1949-11-14,Alfonso,,,,,
Damián Zepeda Vidales,Damián Zepeda Vidales,Sonora,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q19948854,Damián Zepeda Vidales,Damián Zepeda Vidales,Damián Zepeda Vidales,male,1978-11-17,Damián,,,,,
Jhonatan Jardines Fraire,Jhonatan Jardines Fraire,Federal District,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190606,,"",Jhonatan Jardines Fraire,male,1980-10-23,,,,,,
Francisco Zepeda González,Francisco Zepeda González,Colima,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16207706,,"",Francisco Zepeda González,male,1969-10-04,Francisco,,,,,
Carlos Humberto Aceves,Carlos Humberto Aceves,Federal District,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16105261,,"",Carlos Humberto Aceves,male,1940-11-05,Carlos,,,,,
Roberto López Suárez,Roberto López Suárez,Zacatecas,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190739,,"",Roberto López Suárez,male,1972-09-09,Roberto,,,,,
Rubén Acosta Montoya,Rubén Acosta Montoya,Chihuahua,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16146189,,"",Rubén Acosta Montoya,male,1973-12-02,Rubén,,,,,
Javier López Zavala,Javier López Zavala,Puebla,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16205932,,"",Javier López Zavala,male,1969-01-09,Javier,,,,,
Brasil Acosta Peña,Brasil Acosta Peña,Mexico,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16146176,,"",Brasil Acosta Peña,male,1970-06-21,,,,,,
Patricia Lugo Barriga,Patricia Lugo Barriga,Colima,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16214497,,"",Patricia Lugo Barriga,female,1973-11-08,Patricia,,,,,
Juan Pablo Adame,Juan Pablo Adame,Morelos,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16146246,,"",Juan Pablo Adame,male,1985-09-12,Juan,,,,,
Roxana Luna Porquillo,Roxana Luna Porquillo,Puebla,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190747,,"",Roxana Luna Porquillo,female,1981-03-24,Roxana,,,,,
Aurora Aguilar Rodríguez,Aurora Aguilar Rodríguez,Tlaxcala,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16146542,,"",Aurora Aguilar Rodríguez,female,1967-06-15,Aurora,,,,,
Raúl Macías Sandoval,Raúl Macías Sandoval,Mexico,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16105991,,"",Raúl Macías Sandoval,male,1942-09-22,Raúl,,,,,
Lilia Aguilar Gil,Lilia Aguilar Gil,Chihuahua,PT,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16146555,,"",Lilia Aguilar Gil,female,1977-08-17,Lilia,,,,,
Areli Madrid Tovilla,Areli Madrid Tovilla,Chiapas,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5703388,Arely Madrid Tovilla,Arely Madrid Tovilla,Areli Madrid Tovilla,female,1952-02-18,,,,,,
Luisa María Alcalde Luján,Luisa María Alcalde Luján,Federal District,MRN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q15156389,Luisa María Alcalde Luján,Luisa María Alcalde Luján,Luisa María Alcalde Luján,female,1987-08-24,Luisa,,,,,
Víctor Manuel Manríquez,Víctor Manuel Manríquez,Michoacán,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16221887,,"",Víctor Manuel Manríquez,male,1982-04-17,Victor,,,,,
Luis Ricardo Aldana,Luis Ricardo Aldana,Veracruz,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q6107974,Ricardo Aldana Prieto,Ricardo Aldana Prieto,Luis Ricardo Aldana,male,1954-05-03,Ricardo,,,,,
Laura Martel Cantú,Laura Martel Cantú,Federal District,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16223781,,"",Laura Martel Cantú,female,1985-05-05,Laura,,,,,
Miguel Alonso Raya,Miguel Alonso Raya,Guanajuato,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5846799,Miguel Alonso Raya,Miguel Alonso Raya,Miguel Alonso Raya,male,1954-08-28,Miguel,,,,,
María Martínez Santillán,María Martínez Santillán,Michoacán,PT,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190791,,"",María Martínez Santillán,female,1963-07-08,María,,,,,
Martha Berenice Álvarez Tovar,Martha Berenice Álvarez Tovar,Michoacán,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16146941,,"",Martha Berenice Álvarez Tovar,female,1975-12-24,Martha,,,,,
Gabriela Medrano Galindo,Gabriela Medrano Galindo,Quintana Roo,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16222314,,"",Gabriela Medrano Galindo,female,1983-06-27,Gabriela,,,,,
Ricardo Anaya Cortés,Ricardo Anaya Cortés,Querétaro,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q2894271,Ricardo Anaya Cortés,Ricardo Anaya Cortés,Ricardo Anaya Cortés,male,1979-02-25,Ricardo,,,,,
Ricardo Mejía Berdeja,Ricardo Mejía Berdeja,Guerrero,MC,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q6108337,Ricardo Mejía Berdeja,Ricardo Mejía Berdeja,Ricardo Mejía Berdeja,male,1968-06-26,Ricardo,,,,,
Alfredo Anaya Gudiño,Alfredo Anaya Gudiño,Michoacán,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16144498,,"",Alfredo Anaya Gudiño,male,1950-11-08,Alfredo,,,,,
Julisa Mejía Guardado,Julisa Mejía Guardado,Mexico,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190821,,"",Julisa Mejía Guardado,female,1960-10-16,,,,,,
Alberto Anaya Gutiérrez,Alberto Anaya Gutiérrez,Nuevo León,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,,,,,,,,,,,,
Angélica Melchor Vásquez,Angélica Melchor Vásquez,Oaxaca,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190824,,"",Angélica Melchor Vásquez,female,1980-04-12,Angélica,,,,,
José Guillermo Anaya Llamas,José Guillermo Anaya Llamas,Coahuila,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5888283,Guillermo Anaya Llamas,Guillermo Anaya Llamas,José Guillermo Anaya Llamas,male,1968-07-02,José,,,,,
Jorge Mendoza Garza,Jorge Mendoza Garza,Nuevo León,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5935606,Jorge Mendoza Garza,Jorge Mendoza Garza,Jorge Mendoza Garza,male,1951-09-01,Jorge,,,,,
Manuel Añorve Baños,Manuel Añorve Baños,Guerrero,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5992337,Manuel Añorve Baños,Manuel Añorve Baños,Manuel Añorve Baños,male,1957-05-15,Manuel,,,,,
Rafael Alejandro Micalco,Rafael Alejandro Micalco,Puebla,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16212228,,"",Rafael Alejandro Micalco,male,1970-01-21,Rafael,,,,,
Juan Jesús Aquino Calvo,Juan Jesús Aquino Calvo,Chiapas,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16147721,Juan Jesús Aquino Calvo,"",Juan Jesús Aquino Calvo,male,1975-08-27,Juan,,,,,
María Guadalupe Moctezuma,María Guadalupe Moctezuma,Veracruz,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190844,,"",María Guadalupe Moctezuma,female,1983-06-08,María,,,,,
Elsa Patricia Araujo,Elsa Patricia Araujo,Tamaulipas,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16147132,,"",Elsa Patricia Araujo,female,1960-01-30,Elsa,,,,,
Teresa Mojica,Teresa Mojica,Guerrero,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5851029,Teresa de Jesús Mojica Morga,Teresa de Jesús Mojica Morga,Teresa Mojica,female,1963-10-03,Teresa,,,,,
Consuelo Argüelles Loya,Consuelo Argüelles Loya,Nuevo León,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16147511,,"",Consuelo Argüelles Loya,female,1977-01-19,Consuelo,,,,,
María Guadalupe Mondragón,María Guadalupe Mondragón,Mexico,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q6003878,María Guadalupe Mondragón González,María Guadalupe Mondragón González,María Guadalupe Mondragón,female,1958-11-07,María,,,,,
Luis Manuel Arias Pallares,Luis Manuel Arias Pallares,Federal District,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16150221,,"",Luis Manuel Arias Pallares,male,1978-10-20,Luis,,,,,
